ユーザーネーム,テキスト,URL,日付
さヴぇ,就活もやばい,https://Twitter.com/whale_ego/status/1480070801571594240,2022-01-10
ぞんびねずみは狂気の沙汰🇦🇷,いい就活はいい体力から！,https://Twitter.com/orkn_yotaro/status/1480059839900692480,2022-01-10
蛾,就活しなきゃな....なにしよう,https://Twitter.com/liox1__/status/1480054958196400130,2022-01-10
破片的,今年就活なのに なんにもしてない やばいかな やばいよな 死……………………,https://Twitter.com/A_ll__A/status/1480043830376529920,2022-01-10
🌵,就活嫌すぎ！無理！寿命縮む！,https://Twitter.com/___sabotenn/status/1480042638967517185,2022-01-10
メメント・モモリ,就活やってないこともヤバいけど、就活に対する焦りのないことがもっとヤバい。,https://Twitter.com/Peach_Science/status/1480040486769676288,2022-01-10
takumi H bot,就活やだなーww,https://Twitter.com/takumi__h__bot/status/1480039922719686656,2022-01-10
ぺい,就活だるすぎてガチ鬱,https://Twitter.com/lockin_pay2/status/1480019987519909891,2022-01-10
コミュ障botさん,（´-`）.｡oO（就活嫌だな…),https://Twitter.com/komyu_bot/status/1480003619366006786,2022-01-10
まり,就活辛いー,https://Twitter.com/jtmjdjgt/status/1479989893388730378,2022-01-10
こうき,"やっと,エントリーシートが書き終わった。",https://Twitter.com/0221koukuma123/status/1480237304556171264,2022-01-10
風鈴,面接嫌だ〜今日じゃないけど,https://Twitter.com/favoritesea16ga/status/1480328212941254656,2022-01-10
니코,やだ。面接何もしてない,https://Twitter.com/_0000nyg/status/1480265197206253568,2022-01-10
転職ちゃん,とりあえず面接いやだな、明日ちゃんと自己分析しよう,https://Twitter.com/tenshokuchan_22/status/1480240746129391616,2022-01-10
くらき,面接嫌なんだけど。吐き気がする,https://Twitter.com/Quraki/status/1480223635831128064,2022-01-10
なお,面接不安すぎてしにそうだ,https://Twitter.com/nao_000n/status/1480195534287941632,2022-01-10
でぶ,面接やだよ…志望動機聞かれたら死ぬんだが,https://Twitter.com/Formicary_0109/status/1480175611641757697,2022-01-10
𝐊𝐮𝐫𝐨⸜💚⸝,いいかげん書いてくる...明日面接だし...,https://Twitter.com/Kuro_0928_x_x/status/1480173490292805634,2022-01-10
あ,バイトの面接が明後日なんですけど不安で仕方ない。。,https://Twitter.com/aa_____oO_/status/1480169135661514753,2022-01-10
推薦入試あるある,"面接って

結局何したらいいか

わからない。",https://Twitter.com/sr4454/status/1480119733441957888,2022-01-10
👾あまね👾,"バイト面接の心得ありますか
初めてなんで何も分かりません
誰か助けてください",https://Twitter.com/mob_mandara/status/1480111716298260486,2022-01-10
ケモナー消ッサン,"次の金曜日面接や
つら",https://Twitter.com/Tamagokakemoner/status/1480109719075590149,2022-01-10
🇾,無理 面接 無理,https://Twitter.com/yoi___pyon/status/1480104410462429185,2022-01-10
にゅ🎀💉ﾒﾝﾍﾗﾁｬﾝ,"面接辛い分かる…🥺
にゅんも面接の日に車の中でずっと泣いてた…",https://Twitter.com/nyugr1/status/1480102094128685060,2022-01-10
心臓止まった,面接の練習こわかった,https://Twitter.com/mo_O4__/status/1480092203850813444,2022-01-10
ケモラス,うへえ…面接やだあ…,https://Twitter.com/draco_kemolas/status/1480086569407356938,2022-01-10
葉月綾🍁,面接練習辛すぎる....,https://Twitter.com/hazuki_sabudanu/status/1480070044025786369,2022-01-10
伊藤カレン🍶,面接対策全然進まない😂,https://Twitter.com/strongzerosake/status/1480059651681296392,2022-01-10
絵を描くブタ,"あー勉強やだー。
面接もやだー。",https://Twitter.com/YAMATAN06843764/status/1480048370979065857,2022-01-10
ちもしぃฅ^•ω•^ฅ🔫🎲🖤只今受験シーズンにつき低浮,誰か面接で言えそうな最近のニュース教えて,https://Twitter.com/chimoshiy_1017/status/1480033578755174403,2022-01-10
乙骨うに 🐳 固定大会only,"面接は上手くできた！
でもテスト不安(T-T)",https://Twitter.com/un1__x/status/1480028327679500291,2022-01-10
しゆん,17人面接したら誰が誰が分からん,https://Twitter.com/sweetdaddy0814/status/1479988928048422912,2022-01-10
ちゃんなお😈🤍,面接緊張する無理無理無理無理(ドラえもん出る,https://Twitter.com/Naochaan_hsg/status/1479977447974400004,2022-01-10
はるまげす,インターンのESが書けない(自由律),https://Twitter.com/o_haruru_tk/status/1480206611771961344,2022-01-10
はや,明日本選考とインターンのES3社分書かないといけないってまじ？死じゃんw,https://Twitter.com/minson141922/status/1480176951692509185,2022-01-10
ぶり〜ど🌴,え、インターンつらw,https://Twitter.com/Br_eed/status/1480022139596337156,2022-01-10
